surah	ayah	word	segment	form_bw	form_ar	tag	segment_type	pos	lemma	lemma_ar	root	root_ar	aspect	verb_form	voice	derivation	person	gender	number	case	mood	state	prefix	suffix_pron	special
2	139	12	2	naHonu	نَحْنُ	PRON	STEM	PRON									1		P						
2	139	13	1	la	لَ	P	PREFIX																l:P+		
2	139	13	2	hu,	هُ,	PRON	STEM	PRON									3	M	S						
2	139	14	1	muxoliSuwna	مُخْلِصُونَ	N	STEM	N	muxoliS	مُخْلِص	xlS	خلص		IV	ACT	PCPL		M	P	NOM					
2	140	1	1	>amo	أَمْ	CONJ	STEM	CONJ	>am	أَم															
2	140	2	1	taquwlu	تَقُولُ	V	STEM	V	qaAla	قَالَ	qwl	قول	IMPF				2	M	P						
2	140	2	2	wna	ونَ	PRON	SUFFIX																	2MP	
2	140	3	1	<in~a	إِنَّ	ACC	STEM	ACC	<in~	إِنّ															<in~
2	140	4	1	<ibora`hi.ma	إِبْرَٰهِ.مَ	PN	STEM	PN	<iboraAhiym	إِبْرَاهِيم								M		ACC					
2	140	5	1	wa	وَ	CONJ	PREFIX																w:CONJ+		
2	140	5	2	<isoma`Eiyla	إِسْمَٰعِيلَ	PN	STEM	PN	<isomaAEiyl	إِسْمَاعِيل								M		ACC					
2	140	6	1	wa	وَ	CONJ	PREFIX																w:CONJ+		
2	140	6	2	<isoHa`qa	إِسْحَٰقَ	PN	STEM	PN	<isoHaAq	إِسْحَاق										ACC					
2	140	7	1	wa	وَ	CONJ	PREFIX																w:CONJ+		
2	140	7	2	yaEoquwba	يَعْقُوبَ	PN	STEM	PN	yaEoquwb	يَعْقُوب										ACC					
2	140	8	1	wa	وَ	CONJ	PREFIX																w:CONJ+		
2	140	8	2	{lo	ٱلْ	DET	PREFIX																Al+		
2	140	8	3	>asobaATa	أَسْبَاطَ	N	STEM	N	>asobaAT	أَسْبَاط	sbT	سبط						M	P	ACC					
2	140	9	1	kaAnu	كَانُ	V	STEM	V	kaAna	كَانَ	kwn	كون	PERF				3	M	P						kaAn
2	140	9	2	wA@	وا@	PRON	SUFFIX																	3MP	
2	140	10	1	huwdFA	هُودًا	PN	STEM	PN	huwd2	هُود2	hwd	هود						M		ACC		INDEF			
2	140	11	1	>awo	أَوْ	CONJ	STEM	CONJ	>aw	أَو															
2	140	12	1	naSa`raY`	نَصَٰرَىٰ	PN	STEM	PN	naSoraAniy~	نَصْرَانِيّ	nSr	نصر								ACC					
2	140	13	1	qulo	قُلْ	V	STEM	V	qaAla	قَالَ	qwl	قول	IMPV				2	M	S						
2	140	14	1	'a	ءَ	INTG	PREFIX																A:INTG+		
2	140	14	2	>antumo	أَنتُمْ	PRON	STEM	PRON									2	M	P						
2	140	15	1	>aEolamu	أَعْلَمُ	N	STEM	N	>aEolam	أَعْلَم	Elm	علم						M	S	NOM					
2	140	16	1	>ami	أَمِ	CONJ	STEM	CONJ	>am	أَم															
2	140	17	1	{ll~ahu	ٱللَّهُ	PN	STEM	PN	{ll~ah	ٱللَّه	Alh	اله								NOM					
2	140	18	1	wa	وَ	REM	PREFIX																w:REM+		
2	140	18	2	mano	مَنْ	INTG	STEM	INTG	man	مَن															
2	140	19	1	>aZolamu	أَظْلَمُ	N	STEM	N	>aZolam	أَظْلَم	Zlm	ظلم						M	S	NOM					
2	140	20	1	mi	مِ	P	STEM	P	min	مِن															
2	140	20	2	m~an	مَّن	REL	STEM	REL	man	مَن															
2	140	21	1	katama	كَتَمَ	V	STEM	V	katama	كَتَمَ	ktm	كتم	PERF				3	M	S						
2	140	22	1	$aha`dapF	شَهَٰدَةً	N	STEM	N	$aha`dap	شَهَٰدَة	$hd	شهد						F		ACC		INDEF			
2	140	23	1	Einda	عِندَ	LOC	STEM	LOC	Eind	عِند	End	عند								ACC					
2	140	23	2	hu,	هُ,	PRON	SUFFIX																	3MS	
2	140	24	1	mina	مِنَ	P	STEM	P	min	مِن															
2	140	25	1	{ll~ahi	ٱللَّهِ	PN	STEM	PN	{ll~ah	ٱللَّه	Alh	اله								GEN					
2	140	26	1	wa	وَ	REM	PREFIX																w:REM+		
2	140	26	2	maA	مَا	NEG	STEM	NEG	maA	مَا															kaAn
2	140	27	1	{ll~ahu	ٱللَّهُ	PN	STEM	PN	{ll~ah	ٱللَّه	Alh	اله								NOM					
2	140	28	1	bi	بِ	P	PREFIX																bi+		
2	140	28	2	ga`filK	غَٰفِلٍ	N	STEM	N	ga`fil	غَٰفِل	gfl	غفل			ACT	PCPL		M		GEN		INDEF			
2	140	29	1	Ea	عَ	P	STEM	P	Ean	عَن															
2	140	29	2	m~aA	مَّا	REL	STEM	REL	maA	مَا															
2	140	30	1	taEomalu	تَعْمَلُ	V	STEM	V	Eamila	عَمِلَ	Eml	عمل	IMPF				2	M	P						
2	140	30	2	wna	ونَ	PRON	SUFFIX																	2MP	
2	141	1	1	tiloka	تِلْكَ	DEM	STEM	DEM	*a`lik	ذَٰلِك								F	S						
2	141	2	1	>um~apN	أُمَّةٌ	N	STEM	N	>um~ap	أُمَّة	Amm	امم						F	S	NOM		INDEF			
2	141	3	1	qado	قَدْ	CERT	STEM	CERT	qad	قَد															
2	141	4	1	xalato	خَلَتْ	V	STEM	V	xalaA	خَلَا	xlw	خلو	PERF				3	F	S						
2	141	5	1	la	لَ	P	PREFIX																l:P+		
2	141	5	2	haA	هَا	PRON	STEM	PRON									3	F	S						
2	141	6	1	maA	مَا	REL	STEM	REL	maA	مَا															
2	141	7	1	kasabato	كَسَبَتْ	V	STEM	V	kasaba	كَسَبَ	ksb	كسب	PERF				3	F	S						
2	141	8	1	wa	وَ	CONJ	PREFIX																w:CONJ+		
2	141	8	2	la	لَ	P	PREFIX																l:P+		
2	141	8	3	kum	كُم	PRON	STEM	PRON									2	M	P						
2	141	9	1	m~aA	مَّا	REL	STEM	REL	maA	مَا															
2	141	10	1	kasabo	كَسَبْ	V	STEM	V	kasaba	كَسَبَ	ksb	كسب	PERF				2	M	P						
2	141	10	2	tumo	تُمْ	PRON	SUFFIX																	2MP	
2	141	11	1	wa	وَ	REM	PREFIX																w:REM+		
2	141	11	2	laA	لَا	NEG	STEM	NEG	laA	لَا															
2	141	12	1	tuso_#alu	تُسْـَٔلُ	V	STEM	V	sa>ala	سَأَلَ	sAl	سال	IMPF		PASS		2	M	P						
2	141	12	2	wna	ونَ	PRON	SUFFIX																	2MP	
2	141	13	1	Ea	عَ	P	STEM	P	Ean	عَن															
2	141	13	2	m~aA	مَّا	REL	STEM	REL	maA	مَا															
2	141	14	1	kaAnu	كَانُ	V	STEM	V	kaAna	كَانَ	kwn	كون	PERF				3	M	P						kaAn
2	141	14	2	wA@	وا@	PRON	SUFFIX																	3MP	
2	141	15	1	yaEomalu	يَعْمَلُ	V	STEM	V	Eamila	عَمِلَ	Eml	عمل	IMPF				3	M	P						
2	141	15	2	wna	ونَ	PRON	SUFFIX																	3MP	
2	142	1	1	sa	سَ	FUT	PREFIX																sa+		
2	142	1	2	yaquwlu	يَقُولُ	V	STEM	V	qaAla	قَالَ	qwl	قول	IMPF				3	M	S						
2	142	2	1	{l	ٱل	DET	PREFIX																Al+		
2	142	2	2	s~ufahaA^'u	سُّفَهَآءُ	N	STEM	N	safiyh	سَفِيه	sfh	سفه						M	P	NOM					
2	142	3	1	mina	مِنَ	P	STEM	P	min	مِن															
2	142	4	1	{l	ٱل	DET	PREFIX																Al+		
2	142	4	2	n~aAsi	نَّاسِ	N	STEM	N	n~aAs	نَّاس	nws	نوس						M	P	GEN					
2	142	5	1	maA	مَا	INTG	STEM	INTG	maA	مَا															
2	142	6	1	wal~aY`	وَلَّىٰ	V	STEM	V	wal~aY`	وَلَّىٰ	wly	ولي	PERF	II			3	M	S						
2	142	6	2	humo	هُمْ	PRON	SUFFIX																	3MP	
2	142	7	1	Ean	عَن	P	STEM	P	Ean	عَن															
2	142	8	1	qibolati	قِبْلَتِ	N	STEM	N	qibolap	قِبْلَة	qbl	قبل						F		GEN					
2	142	8	2	himu	هِمُ	PRON	SUFFIX																	3MP	
2	142	9	1	{l~atiY	ٱلَّتِى	REL	STEM	REL	{l~a*iY	ٱلَّذِى								F	S						
2	142	10	1	kaAnu	كَانُ	V	STEM	V	kaAna	كَانَ	kwn	كون	PERF				3	M	P						kaAn
2	142	10	2	wA@	وا@	PRON	SUFFIX																	3MP	
2	142	11	1	Ealayo	عَلَيْ	P	STEM	P	EalaY`	عَلَىٰ															
2	142	11	2	haA	هَا	PRON	SUFFIX																	3FS	
2	142	12	1	qul	قُل	V	STEM	V	qaAla	قَالَ	qwl	قول	IMPV				2	M	S						
2	142	13	1	l~i	لِّ	P	PREFIX																l:P+		
2	142	13	2	l~ahi	لَّهِ	PN	STEM	PN	{ll~ah	ٱللَّه	Alh	اله								GEN					
2	142	14	1	{lo	ٱلْ	DET	PREFIX																Al+		
2	142	14	2	ma$oriqu	مَشْرِقُ	N	STEM	N	ma$oriq	مَشْرِق	$rq	شرق						M		NOM					
2	142	15	1	wa	وَ	CONJ	PREFIX																w:CONJ+		
2	142	15	2	{lo	ٱلْ	DET	PREFIX																Al+		
2	142	15	3	magoribu	مَغْرِبُ	N	STEM	N	magorib	مَغْرِب	grb	غرب						M		NOM					
2	142	16	1	yahodiY	يَهْدِى	V	STEM	V	hadaY	هَدَى	hdy	هدي	IMPF				3	M	S						
2	142	17	1	man	مَن	REL	STEM	REL	man	مَن															
2	142	18	1	ya$aA^'u	يَشَآءُ	V	STEM	V	$aA^'a	شَآءَ	$yA	شيا	IMPF				3	M	S						
2	142	19	1	<ilaY`	إِلَىٰ	P	STEM	P	<ilaY`	إِلَىٰ															
2	142	20	1	Sira`TK	صِرَٰطٍ	N	STEM	N	Sira`T	صِرَٰط	SrT	صرط						M		GEN		INDEF			
2	142	21	1	m~usotaqiymK	مُّسْتَقِيمٍ	ADJ	STEM	ADJ	m~usotaqiym	مُّسْتَقِيم	qwm	قوم		X	ACT	PCPL		M		GEN		INDEF			
2	143	1	1	wa	وَ	REM	PREFIX																w:REM+		
2	143	1	2	ka	كَ	P	PREFIX																ka+		
2	143	1	3	*a`lika	ذَٰلِكَ	DEM	STEM	DEM	*a`lik	ذَٰلِك								M	S						
2	143	2	1	jaEalo	جَعَلْ	V	STEM	V	jaEala	جَعَلَ	jEl	جعل	PERF				1		P						
2	143	2	2	na`	نَٰ	PRON	SUFFIX																	1P	
2	143	2	3	kumo	كُمْ	PRON	SUFFIX																	2MP	
2	143	3	1	>um~apF	أُمَّةً	N	STEM	N	>um~ap	أُمَّة	Amm	امم						F	S	ACC		INDEF			
2	143	4	1	wasaTFA	وَسَطًا	ADJ	STEM	ADJ	wasaT	وَسَط	wsT	وسط								ACC		INDEF			
2	143	5	1	l~i	لِّ	PRP	PREFIX																l:PRP+		
2	143	5	2	takuwnu	تَكُونُ	V	STEM	V	kaAna	كَانَ	kwn	كون	IMPF				2	M	P		SUBJ				kaAn
2	143	5	3	wA@	وا@	PRON	SUFFIX																	2MP	
2	143	6	1	$uhadaA^'a	شُهَدَآءَ	N	STEM	N	$ahiyd	شَهِيد	$hd	شهد						M	P	ACC					
2	143	7	1	EalaY	عَلَى	P	STEM	P	EalaY`	عَلَىٰ															
2	143	8	1	{l	ٱل	DET	PREFIX																Al+		
2	143	8	2	n~aAsi	نَّاسِ	N	STEM	N	n~aAs	نَّاس	nws	نوس						M	P	GEN					
2	143	9	1	wa	وَ	CONJ	PREFIX																w:CONJ+		
2	143	9	2	yakuwna	يَكُونَ	V	STEM	V	kaAna	كَانَ	kwn	كون	IMPF				3	M	S		SUBJ				kaAn
2	143	10	1	{l	ٱل	DET	PREFIX																Al+		
2	143	10	2	r~asuwlu	رَّسُولُ	N	STEM	N	rasuwl	رَسُول	rsl	رسل						M		NOM					
2	143	11	1	Ealayo	عَلَيْ	P	STEM	P	EalaY`	عَلَىٰ															
2	143	11	2	kumo	كُمْ	PRON	SUFFIX																	2MP	
2	143	12	1	$ahiydFA	شَهِيدًا	N	STEM	N	$ahiyd	شَهِيد	$hd	شهد						M	S	ACC		INDEF			
2	143	13	1	wa	وَ	REM	PREFIX																w:REM+		
2	143	13	2	maA	مَا	NEG	STEM	NEG	maA	مَا															
2	143	14	1	jaEalo	جَعَلْ	V	STEM	V	jaEala	جَعَلَ	jEl	جعل	PERF				1		P						
2	143	14	2	naA	نَا	PRON	SUFFIX																	1P	
2	143	15	1	{lo	ٱلْ	DET	PREFIX																Al+		
2	143	15	2	qibolapa	قِبْلَةَ	N	STEM	N	qibolap	قِبْلَة	qbl	قبل						F		ACC					
2	143	16	1	{l~atiY	ٱلَّتِى	REL	STEM	REL	{l~a*iY	ٱلَّذِى								F	S						
2	143	17	1	kun	كُن	V	STEM	V	kaAna	كَانَ	kwn	كون	PERF				2	M	S						kaAn
2	143	17	2	ta	تَ	PRON	SUFFIX																	2MS	
2	143	18	1	Ealayo	عَلَيْ	P	STEM	P	EalaY`	عَلَىٰ															
2	143	18	2	haA^	هَآ	PRON	SUFFIX																	3FS	
2	143	19	1	<il~aA	إِلَّا	RES	STEM	RES	<il~aA	إِلَّا															
2	143	20	1	li	لِ	PRP	PREFIX																l:PRP+		
2	143	20	2	naEolama	نَعْلَمَ	V	STEM	V	Ealima	عَلِمَ	Elm	علم	IMPF				1		P		SUBJ				
2	143	21	1	man	مَن	REL	STEM	REL	man	مَن															
2	143	22	1	yat~abiEu	يَتَّبِعُ	V	STEM	V	{t~abaEa	ٱتَّبَعَ	tbE	تبع	IMPF	VIII			3	M	S						
2	143	23	1	{l	ٱل	DET	PREFIX																Al+		
2	143	23	2	r~asuwla	رَّسُولَ	N	STEM	N	rasuwl	رَسُول	rsl	رسل						M		ACC					
2	143	24	1	mi	مِ	P	STEM	P	min	مِن															
2	143	24	2	m~an	مَّن	REL	STEM	REL	man	مَن															
2	143	25	1	yanqalibu	يَنقَلِبُ	V	STEM	V	{nqalaba	ٱنقَلَبَ	qlb	قلب	IMPF	VII			3	M	S						
2	143	26	1	EalaY`	عَلَىٰ	P	STEM	P	EalaY`	عَلَىٰ															
2	143	27	1	Eaqibayo	عَقِبَيْ	N	STEM	N	Eaqib	عَقِب	Eqb	عقب						M	D	GEN					
2	143	27	2	hi	هِ	PRON	SUFFIX																	3MS	
2	143	28	1	wa	وَ	REM	PREFIX																w:REM+		
2	143	28	2	<in	إِن	CERT	STEM	CERT	<in	إِن															
2	143	29	1	kaAnato	كَانَتْ	V	STEM	V	kaAna	كَانَ	kwn	كون	PERF				3	F	S						kaAn
2	143	30	1	la	لَ	EMPH	PREFIX																l:EMPH+		
2	143	30	2	kabiyrapF	كَبِيرَةً	N	STEM	N	kabiyrap	كَبِيرَة	kbr	كبر						F	S	ACC		INDEF			
2	143	31	1	<il~aA	إِلَّا	RES	STEM	RES	<il~aA	إِلَّا															
2	143	32	1	EalaY	عَلَى	P	STEM	P	EalaY`	عَلَىٰ															
2	143	33	1	{l~a*iyna	ٱلَّذِينَ	REL	STEM	REL	{l~a*iY	ٱلَّذِى								M	P						
2	143	34	1	hadaY	هَدَى	V	STEM	V	hadaY	هَدَى	hdy	هدي	PERF				3	M	S						
2	143	35	1	{ll~ahu	ٱللَّهُ	PN	STEM	PN	{ll~ah	ٱللَّه	Alh	اله								NOM					
2	143	36	1	wa	وَ	REM	PREFIX																w:REM+		
2	143	36	2	maA	مَا	NEG	STEM	NEG	maA	مَا															
2	143	37	1	kaAna	كَانَ	V	STEM	V	kaAna	كَانَ	kwn	كون	PERF				3	M	S						kaAn
2	143	38	1	{ll~ahu	ٱللَّهُ	PN	STEM	PN	{ll~ah	ٱللَّه	Alh	اله								NOM					
2	143	39	1	li	لِ	PRP	PREFIX																l:PRP+		
2	143	39	2	yuDiyEa	يُضِيعَ	V	STEM	V	>aDaAEu	أَضَاعُ	DyE	ضيع	IMPF	IV			3	M	S		SUBJ				
2	143	40	1	<iyma`na	إِيمَٰنَ	N	STEM	N	<iyma`n	إِيمَٰن	Amn	امن		IV		VN		M		ACC					
2	143	40	2	kumo	كُمْ	PRON	SUFFIX																	2MP	
2	143	41	1	<in~a	إِنَّ	ACC	STEM	ACC	<in~	إِنّ															<in~
2	143	42	1	{ll~aha	ٱللَّهَ	PN	STEM	PN	{ll~ah	ٱللَّه	Alh	اله								ACC					
2	143	43	1	bi	بِ	P	PREFIX																bi+		
2	143	43	2	{l	ٱل	DET	PREFIX																Al+		
2	143	43	3	n~aAsi	نَّاسِ	N	STEM	N	n~aAs	نَّاس	nws	نوس						M	P	GEN					
2	143	44	1	la	لَ	EMPH	PREFIX																l:EMPH+		
2	143	44	2	ra'uwfN	رَءُوفٌ	N	STEM	N	ra'uwf	رَءُوف	rAf	راف						M	S	NOM		INDEF			
2	143	45	1	r~aHiymN	رَّحِيمٌ	ADJ	STEM	ADJ	r~aHiym	رَّحِيم	rHm	رحم						M	S	NOM		INDEF			
2	144	1	1	qado	قَدْ	CERT	STEM	CERT	qad	قَد															
2	144	2	1	naraY`	نَرَىٰ	V	STEM	V	ra'aA	رَءَا	rAy	راي	IMPF				1		P						
2	144	3	1	taqal~uba	تَقَلُّبَ	N	STEM	N	taqal~ub	تَقَلُّب	qlb	قلب		V		VN		M		ACC					
2	144	4	1	wajohi	وَجْهِ	N	STEM	N	wajoh	وَجْه	wjh	وجه						M		GEN					
2	144	4	2	ka	كَ	PRON	SUFFIX																	2MS	
2	144	5	1	fiY	فِى	P	STEM	P	fiY	فِى															
2	144	6	1	{l	ٱل	DET	PREFIX																Al+		
2	144	6	2	s~amaA^'i	سَّمَآءِ	N	STEM	N	samaA^'	سَمَآء	smw	سمو						F		GEN					
2	144	7	1	fa	فَ	REM	PREFIX																f:REM+		
2	144	7	2	la	لَ	EMPH	PREFIX																l:EMPH+		
2	144	7	3	nuwal~iya	نُوَلِّيَ	V	STEM	V	wal~aY`	وَلَّىٰ	wly	ولي	IMPF	II			1		P						
2	144	7	4	n~a	نَّ	EMPH	SUFFIX																		
2	144	7	5	ka	كَ	PRON	SUFFIX																	2MS	
2	144	8	1	qibolapF	قِبْلَةً	N	STEM	N	qibolap	قِبْلَة	qbl	قبل						F		ACC		INDEF			
2	144	9	1	taroDaY`	تَرْضَىٰ	V	STEM	V	r~aDiYa	رَّضِىَ	rDw	رضو	IMPF				2	M	S						
2	144	9	2	haA	هَا	PRON	SUFFIX																	3FS	
2	144	10	1	fa	فَ	REM	PREFIX																f:REM+		
2	144	10	2	wal~i	وَلِّ	V	STEM	V	wal~aY`	وَلَّىٰ	wly	ولي	IMPV	II			2	M	S						
2	144	11	1	wajoha	وَجْهَ	N	STEM	N	wajoh	وَجْه	wjh	وجه						M		ACC					
2	144	11	2	ka	كَ	PRON	SUFFIX																	2MS	
2	144	12	1	$aTora	شَطْرَ	LOC	STEM	LOC	$aTor	شَطْر	$Tr	شطر						M		ACC					
2	144	13	1	{lo	ٱلْ	DET	PREFIX																Al+		
2	144	13	2	masojidi	مَسْجِدِ	N	STEM	N	masojid	مَسْجِد	sjd	سجد						M		GEN					
2	144	14	1	{lo	ٱلْ	DET	PREFIX																Al+		
2	144	14	2	HaraAmi	حَرَامِ	ADJ	STEM	ADJ	HaraAm	حَرَام	Hrm	حرم						M		GEN					
2	144	15	1	wa	وَ	REM	PREFIX																w:REM+		
2	144	15	2	Hayovu	حَيْثُ	COND	STEM	COND	Hayov2	حَيْث2	Hyv	حيث													
2	144	16	1	maA	مَا	SUP	STEM	SUP	maA	مَا															
2	144	17	1	kun	كُن	V	STEM	V	kaAna	كَانَ	kwn	كون	PERF				2	M	P						kaAn
2	144	17	2	tumo	تُمْ	PRON	SUFFIX																	2MP	
2	144	18	1	fa	فَ	RSLT	PREFIX																f:RSLT+		
2	144	18	2	wal~u	وَلُّ	V	STEM	V	wal~aY`	وَلَّىٰ	wly	ولي	IMPV	II			2	M	P						
2	144	18	3	wA@	وا@	PRON	SUFFIX																	2MP	
2	144	19	1	wujuwha	وُجُوهَ	N	STEM	N	wajoh	وَجْه	wjh	وجه						M	P	ACC					
2	144	19	2	kumo	كُمْ	PRON	SUFFIX																	2MP	
2	144	20	1	$aTora	شَطْرَ	LOC	STEM	LOC	$aTor	شَطْر	$Tr	شطر						M		ACC					
2	144	20	2	hu,	هُ,	PRON	SUFFIX																	3MS	
2	144	21	1	wa	وَ	REM	PREFIX																w:REM+		
2	144	21	2	<in~a	إِنَّ	ACC	STEM	ACC	<in~	إِنّ															<in~
2	144	22	1	{l~a*iyna	ٱلَّذِينَ	REL	STEM	REL	{l~a*iY	ٱلَّذِى								M	P						
2	144	23	1	>uwtu	أُوتُ	V	STEM	V	A^taY	آتَى	Aty	اتي	PERF	IV	PASS		3	M	P						
2	144	23	2	wA@	وا@	PRON	SUFFIX																	3MP	
2	144	24	1	{lo	ٱلْ	DET	PREFIX																Al+		
2	144	24	2	kita`ba	كِتَٰبَ	N	STEM	N	kita`b	كِتَٰب	ktb	كتب						M		ACC					
2	144	25	1	la	لَ	EMPH	PREFIX																l:EMPH+		
2	144	25	2	yaEolamu	يَعْلَمُ	V	STEM	V	Ealima	عَلِمَ	Elm	علم	IMPF				3	M	P						
2	144	25	3	wna	ونَ	PRON	SUFFIX																	3MP	
2	144	26	1	>an~a	أَنَّ	ACC	STEM	ACC	>an~	أَنّ															<in~
2	144	26	2	hu	هُ	PRON	SUFFIX																	3MS	
2	144	27	1	{lo	ٱلْ	DET	PREFIX																Al+		
2	144	27	2	Haq~u	حَقُّ	N	STEM	N	Haq~	حَقّ	Hqq	حقق						M		NOM					
2	144	28	1	min	مِن	P	STEM	P	min	مِن															
2	144	29	1	r~ab~i	رَّبِّ	N	STEM	N	rab~	رَبّ	rbb	ربب						M		GEN					
2	144	29	2	himo	هِمْ	PRON	SUFFIX																	3MP	
2	144	30	1	wa	وَ	REM	PREFIX																w:REM+		
2	144	30	2	maA	مَا	NEG	STEM	NEG	maA	مَا															kaAn
2	144	31	1	{ll~ahu	ٱللَّهُ	PN	STEM	PN	{ll~ah	ٱللَّه	Alh	اله								NOM					
2	144	32	1	bi	بِ	P	PREFIX																bi+		
2	144	32	2	ga`filK	غَٰفِلٍ	N	STEM	N	ga`fil	غَٰفِل	gfl	غفل			ACT	PCPL		M		GEN		INDEF			
2	144	33	1	Ea	عَ	P	STEM	P	Ean	عَن															
2	144	33	2	m~aA	مَّا	REL	STEM	REL	maA	مَا															
2	144	34	1	yaEomalu	يَعْمَلُ	V	STEM	V	Eamila	عَمِلَ	Eml	عمل	IMPF				3	M	P						
2	144	34	2	wna	ونَ	PRON	SUFFIX																	3MP	
2	145	1	1	wa	وَ	REM	PREFIX																w:REM+		
2	145	1	2	la	لَ	EMPH	PREFIX																l:EMPH+		
2	145	1	3	}ino	ئِنْ	COND	STEM	COND	<in	إِن															
2	145	2	1	>atayo	أَتَيْ	V	STEM	V	>ataY	أَتَى	Aty	اتي	PERF				2	M	S						
2	145	2	2	ta	تَ	PRON	SUFFIX																	2MS	
2	145	3	1	{l~a*iyna	ٱلَّذِينَ	REL	STEM	REL	{l~a*iY	ٱلَّذِى								M	P						
2	145	4	1	>uwtu	أُوتُ	V	STEM	V	A^taY	آتَى	Aty	اتي	PERF	IV	PASS		3	M	P						
2	145	4	2	wA@	وا@	PRON	SUFFIX																	3MP	
2	145	5	1	{lo	ٱلْ	DET	PREFIX																Al+		
2	145	5	2	kita`ba	كِتَٰبَ	N	STEM	N	kita`b	كِتَٰب	ktb	كتب						M		ACC					
2	145	6	1	bi	بِ	P	PREFIX																bi+		
2	145	6	2	kul~i	كُلِّ	N	STEM	N	kul~	كُلّ	kll	كلل						M		GEN					
2	145	7	1	'aAyapK	ءَايَةٍ	N	STEM	N	'aAyap	ءَايَة	Ayy	ايي						F	S	GEN		INDEF			
2	145	8	1	m~aA	مَّا	NEG	STEM	NEG	maA	مَا															
2	145	9	1	tabiEu	تَبِعُ	V	STEM	V	tabiEa	تَبِعَ	tbE	تبع	PERF				3	M	P						
2	145	9	2	wA@	وا@	PRON	SUFFIX																	3MP	
2	145	10	1	qibolata	قِبْلَتَ	N	STEM	N	qibolap	قِبْلَة	qbl	قبل						F		ACC					
2	145	10	2	ka	كَ	PRON	SUFFIX																	2MS	
2	145	11	1	wa	وَ	CONJ	PREFIX																w:CONJ+		
2	145	11	2	maA^	مَآ	NEG	STEM	NEG	maA	مَا															
2	145	12	1	>anta	أَنتَ	PRON	STEM	PRON									2	M	S						
2	145	13	1	bi	بِ	P	PREFIX																bi+		
2	145	13	2	taAbiEK	تَابِعٍ	N	STEM	N	taAbiE	تَابِع	tbE	تبع			ACT	PCPL		M		GEN		INDEF			
2	145	14	1	qibolata	قِبْلَتَ	N	STEM	N	qibolap	قِبْلَة	qbl	قبل						F		ACC					
2	145	14	2	humo	هُمْ	PRON	SUFFIX																	3MP	
2	145	15	1	wa	وَ	CONJ	PREFIX																w:CONJ+		
2	145	15	2	maA	مَا	NEG	STEM	NEG	maA	مَا															
2	145	16	1	baEoDu	بَعْضُ	N	STEM	N	baEoD	بَعْض	bED	بعض						M		NOM					
2	145	16	2	hum	هُم	PRON	SUFFIX																	3MP	
2	145	17	1	bi	بِ	P	PREFIX																bi+		
2	145	17	2	taAbiEK	تَابِعٍ	N	STEM	N	taAbiE	تَابِع	tbE	تبع			ACT	PCPL		M		GEN		INDEF			
2	145	18	1	qibolapa	قِبْلَةَ	N	STEM	N	qibolap	قِبْلَة	qbl	قبل						F		ACC					
2	145	19	1	baEoDK	بَعْضٍ	N	STEM	N	baEoD	بَعْض	bED	بعض						M		GEN		INDEF			
2	145	20	1	wa	وَ	CONJ	PREFIX																w:CONJ+		
2	145	20	2	la	لَ	EMPH	PREFIX																l:EMPH+		
2	145	20	3	}ini	ئِنِ	COND	STEM	COND	<in	إِن															
2	145	21	1	{t~abaEo	ٱتَّبَعْ	V	STEM	V	{t~abaEa	ٱتَّبَعَ	tbE	تبع	PERF	VIII			2	M	S						
2	145	21	2	ta	تَ	PRON	SUFFIX																	2MS	
2	145	22	1	>ahowaA^'a	أَهْوَآءَ	N	STEM	N	>ahowaA^'	أَهْوَآء	hwy	هوي						M	P	ACC					
2	145	22	2	hum	هُم	PRON	SUFFIX																	3MP	
2	145	23	1	m~in[	مِّن[	P	STEM	P	min	مِن															
2	145	24	1	baEodi	بَعْدِ	N	STEM	N	baEod	بَعْد	bEd	بعد								GEN					
2	145	25	1	maA	مَا	REL	STEM	REL	maA	مَا															
2	145	26	1	jaA^'a	جَآءَ	V	STEM	V	jaA^'a	جَآءَ	jyA	جيا	PERF				3	M	S						
2	145	26	2	ka	كَ	PRON	SUFFIX																	2MS	
2	145	27	1	mina	مِنَ	P	STEM	P	min	مِن															
2	145	28	1	{lo	ٱلْ	DET	PREFIX																Al+		
2	145	28	2	Eilomi	عِلْمِ	N	STEM	N	Eilom	عِلْم	Elm	علم						M		GEN					
2	145	29	1	<in~a	إِنَّ	ACC	STEM	ACC	<in~	إِنّ															<in~
2	145	29	2	ka	كَ	PRON	SUFFIX																	2MS	
2	145	30	1	<i*FA	إِذًا	ANS	STEM	ANS	<i*FA	إِذًا															
2	145	31	1	l~a	لَّ	EMPH	PREFIX																l:EMPH+		
2	145	31	2	mina	مِنَ	P	STEM	P	min	مِن															
2	145	32	1	{l	ٱل	DET	PREFIX																Al+		
2	145	32	2	Z~a`limiyna	ظَّٰلِمِينَ	N	STEM	N	ZaAlim	ظَالِم	Zlm	ظلم			ACT	PCPL		M	P	GEN					
2	146	1	1	{l~a*iyna	ٱلَّذِينَ	REL	STEM	REL	{l~a*iY	ٱلَّذِى								M	P						
2	146	2	1	'aAtayo	ءَاتَيْ	V	STEM	V	A^taY	آتَى	Aty	اتي	PERF	IV			1		P						
2	146	2	2	na`	نَٰ	PRON	SUFFIX																	1P	
